dataset,video_id,label,label_name,n_frames,path,first_frame,frame_hash,full_video_id,split
preprocessed_DFD01_16,01__talking_angry_couch,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__talking_angry_couch,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__talking_angry_couch/0000.jpg,59e77d6c37c3b22ff343a16cda2396c2,preprocessed_DFD01_16::01__talking_angry_couch,train
preprocessed_DFD01_16,01__walk_down_hall_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walk_down_hall_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walk_down_hall_angry/0000.jpg,55d01560c5df110528eac18df63b6dc4,preprocessed_DFD01_16::01__walk_down_hall_angry,val
preprocessed_DFD01_16,01__walking_and_outside_surprised,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_and_outside_surprised,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_and_outside_surprised/0000.jpg,d156dd9c75dbb94644868dc3b3379949,preprocessed_DFD01_16::01__walking_and_outside_surprised,train
preprocessed_DFD01_16,01__walking_down_indoor_hall_disgust,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_down_indoor_hall_disgust,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_down_indoor_hall_disgust/0000.jpg,005d4cd3bbe873577b128f9fe55a6d07,preprocessed_DFD01_16::01__walking_down_indoor_hall_disgust,train
preprocessed_DFD01_16,01__walking_down_street_outside_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_down_street_outside_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_down_street_outside_angry/0000.jpg,7a4a0ebd2fca292a664addf456f4aff5,preprocessed_DFD01_16::01__walking_down_street_outside_angry,test
preprocessed_DFD01_16,01__walking_outside_cafe_disgusted,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_outside_cafe_disgusted,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/01__walking_outside_cafe_disgusted/0000.jpg,dd1750289a046ab72ff9fa90b4a83f78,preprocessed_DFD01_16::01__walking_outside_cafe_disgusted,train
preprocessed_DFD01_16,02__exit_phone_room,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__exit_phone_room,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__exit_phone_room/0000.jpg,826c100a9a7f7c43326821da4756fa67,preprocessed_DFD01_16::02__exit_phone_room,test
preprocessed_DFD01_16,02__hugging_happy,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__hugging_happy,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__hugging_happy/0000.jpg,b5646cf51f4a57cd76b3e8d530211fa0,preprocessed_DFD01_16::02__hugging_happy,test
preprocessed_DFD01_16,02__kitchen_pan,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__kitchen_pan,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__kitchen_pan/0000.jpg,6f90dbda88ccf96d68a72b96e40a4e42,preprocessed_DFD01_16::02__kitchen_pan,train
preprocessed_DFD01_16,02__kitchen_still,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__kitchen_still,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__kitchen_still/0000.jpg,d7afadd98c8edb46ff9c52d687d61656,preprocessed_DFD01_16::02__kitchen_still,val
preprocessed_DFD01_16,02__meeting_serious,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__meeting_serious,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__meeting_serious/0000.jpg,e4eaa340526a2eb634a91be088b17109,preprocessed_DFD01_16::02__meeting_serious,train
preprocessed_DFD01_16,02__outside_talking_pan_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__outside_talking_pan_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__outside_talking_pan_laughing/0000.jpg,683a8a6ccca467225de2d41fe409694a,preprocessed_DFD01_16::02__outside_talking_pan_laughing,val
preprocessed_DFD01_16,02__outside_talking_still_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__outside_talking_still_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__outside_talking_still_laughing/0000.jpg,ae1d7c77954f681588ff10ae9ad725b4,preprocessed_DFD01_16::02__outside_talking_still_laughing,test
preprocessed_DFD01_16,02__podium_speech_happy,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__podium_speech_happy,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__podium_speech_happy/0000.jpg,8d9a75eb0f13e5e99dc8c53384334e01,preprocessed_DFD01_16::02__podium_speech_happy,train
preprocessed_DFD01_16,02__secret_conversation,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__secret_conversation,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__secret_conversation/0000.jpg,0be88154ace9088c6f777d41913cae07,preprocessed_DFD01_16::02__secret_conversation,train
preprocessed_DFD01_16,02__talking_against_wall,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__talking_against_wall,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__talking_against_wall/0000.jpg,9bed07ed1193adbb49d4247be7df9904,preprocessed_DFD01_16::02__talking_against_wall,train
preprocessed_DFD01_16,02__talking_angry_couch,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__talking_angry_couch,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__talking_angry_couch/0000.jpg,870aa8d7412be8a1ac41e9704b981053,preprocessed_DFD01_16::02__talking_angry_couch,test
preprocessed_DFD01_16,02__walk_down_hall_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walk_down_hall_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walk_down_hall_angry/0000.jpg,06d58e3b1b15d8f85497d51e48128d5a,preprocessed_DFD01_16::02__walk_down_hall_angry,train
preprocessed_DFD01_16,02__walking_and_outside_surprised,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_and_outside_surprised,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_and_outside_surprised/0000.jpg,d156dd9c75dbb94644868dc3b3379949,preprocessed_DFD01_16::02__walking_and_outside_surprised,train
preprocessed_DFD01_16,02__walking_down_indoor_hall_disgust,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_down_indoor_hall_disgust,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_down_indoor_hall_disgust/0000.jpg,b8de52b1a275d2f803eb96ee87cb4bff,preprocessed_DFD01_16::02__walking_down_indoor_hall_disgust,train
preprocessed_DFD01_16,02__walking_down_street_outside_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_down_street_outside_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_down_street_outside_angry/0000.jpg,72b10756b63629e6871b7936143aa9da,preprocessed_DFD01_16::02__walking_down_street_outside_angry,train
preprocessed_DFD01_16,02__walking_outside_cafe_disgusted,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_outside_cafe_disgusted,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/02__walking_outside_cafe_disgusted/0000.jpg,924a8211e68a878d581a161087c37ef2,preprocessed_DFD01_16::02__walking_outside_cafe_disgusted,train
preprocessed_DFD01_16,03__exit_phone_room,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__exit_phone_room,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__exit_phone_room/0000.jpg,085254dbfb31fe256e2d0358f9dc8167,preprocessed_DFD01_16::03__exit_phone_room,train
preprocessed_DFD01_16,03__hugging_happy,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__hugging_happy,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__hugging_happy/0000.jpg,1ada68e8f6fcfca9ecd29439afb97458,preprocessed_DFD01_16::03__hugging_happy,train
preprocessed_DFD01_16,03__kitchen_pan,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__kitchen_pan,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__kitchen_pan/0000.jpg,14384d491eebe78ae3ac3282f01dd2ac,preprocessed_DFD01_16::03__kitchen_pan,test
preprocessed_DFD01_16,03__kitchen_still,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__kitchen_still,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__kitchen_still/0000.jpg,e8da9c710b021280ceafa9094b0d076a,preprocessed_DFD01_16::03__kitchen_still,val
preprocessed_DFD01_16,03__meeting_serious,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__meeting_serious,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__meeting_serious/0000.jpg,b9189ef581d8bc9c4054fb1aa29f96ab,preprocessed_DFD01_16::03__meeting_serious,val
preprocessed_DFD01_16,03__outside_talking_pan_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__outside_talking_pan_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__outside_talking_pan_laughing/0000.jpg,f4655c1bdacf4b54db0233827b54577c,preprocessed_DFD01_16::03__outside_talking_pan_laughing,test
preprocessed_DFD01_16,03__outside_talking_still_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__outside_talking_still_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__outside_talking_still_laughing/0000.jpg,5959f9644bfdc217cccb7b744cb73eae,preprocessed_DFD01_16::03__outside_talking_still_laughing,train
preprocessed_DFD01_16,03__podium_speech_happy,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__podium_speech_happy,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__podium_speech_happy/0000.jpg,46050e4d6a822f1fe788b855782bb719,preprocessed_DFD01_16::03__podium_speech_happy,train
preprocessed_DFD01_16,03__secret_conversation,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__secret_conversation,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__secret_conversation/0000.jpg,94a2e81525d47633cadc9f4a28407991,preprocessed_DFD01_16::03__secret_conversation,val
preprocessed_DFD01_16,03__talking_against_wall,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__talking_against_wall,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__talking_against_wall/0000.jpg,c26cc3c81e6267c2042b29ac4a4b3ae7,preprocessed_DFD01_16::03__talking_against_wall,train
preprocessed_DFD01_16,03__talking_angry_couch,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__talking_angry_couch,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__talking_angry_couch/0000.jpg,91c8f8f41a2816f825f6e44ec7da4cf1,preprocessed_DFD01_16::03__talking_angry_couch,train
preprocessed_DFD01_16,03__walk_down_hall_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walk_down_hall_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walk_down_hall_angry/0000.jpg,fabd3ce3689e66afc98f1f67eef8f605,preprocessed_DFD01_16::03__walk_down_hall_angry,train
preprocessed_DFD01_16,03__walking_and_outside_surprised,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_and_outside_surprised,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_and_outside_surprised/0000.jpg,63c2c194fc6a97148af1212f37cd8e71,preprocessed_DFD01_16::03__walking_and_outside_surprised,train
preprocessed_DFD01_16,03__walking_down_indoor_hall_disgust,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_down_indoor_hall_disgust,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_down_indoor_hall_disgust/0000.jpg,246bae0c7f09891b69e14adb6a9ccedc,preprocessed_DFD01_16::03__walking_down_indoor_hall_disgust,train
preprocessed_DFD01_16,03__walking_down_street_outside_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_down_street_outside_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_down_street_outside_angry/0000.jpg,697c91daccefb147160725f4fef87fa1,preprocessed_DFD01_16::03__walking_down_street_outside_angry,val
preprocessed_DFD01_16,03__walking_outside_cafe_disgusted,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_outside_cafe_disgusted,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/03__walking_outside_cafe_disgusted/0000.jpg,74075a13a630615c018932c97995ea1d,preprocessed_DFD01_16::03__walking_outside_cafe_disgusted,train
preprocessed_DFD01_16,04__exit_phone_room,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__exit_phone_room,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__exit_phone_room/0000.jpg,4004917d2aa366f1cf1fb0a9014b48af,preprocessed_DFD01_16::04__exit_phone_room,train
preprocessed_DFD01_16,04__kitchen_pan,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__kitchen_pan,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__kitchen_pan/0000.jpg,a16df6ef453759c9a2992d6d7cd684c9,preprocessed_DFD01_16::04__kitchen_pan,train
preprocessed_DFD01_16,04__kitchen_still,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__kitchen_still,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__kitchen_still/0000.jpg,4dc5ef8dc429ee45765ec7d26a4ed118,preprocessed_DFD01_16::04__kitchen_still,val
preprocessed_DFD01_16,04__outside_talking_pan_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__outside_talking_pan_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__outside_talking_pan_laughing/0000.jpg,22fc1a76ad48f065a026daff3c7ec783,preprocessed_DFD01_16::04__outside_talking_pan_laughing,train
preprocessed_DFD01_16,04__outside_talking_still_laughing,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__outside_talking_still_laughing,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__outside_talking_still_laughing/0000.jpg,3d3fbf3ed138ddf590052d0e927b3061,preprocessed_DFD01_16::04__outside_talking_still_laughing,train
preprocessed_DFD01_16,04__podium_speech_happy,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__podium_speech_happy,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__podium_speech_happy/0000.jpg,4c911f51c63c433a4d4c928c432a40cd,preprocessed_DFD01_16::04__podium_speech_happy,test
preprocessed_DFD01_16,04__secret_conversation,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__secret_conversation,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__secret_conversation/0000.jpg,ed7663b901c90b530db4812658d18b7a,preprocessed_DFD01_16::04__secret_conversation,train
preprocessed_DFD01_16,04__talking_against_wall,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__talking_against_wall,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__talking_against_wall/0000.jpg,2bad6e2fa0989a9f9bd6721c9accb078,preprocessed_DFD01_16::04__talking_against_wall,train
preprocessed_DFD01_16,04__talking_angry_couch,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__talking_angry_couch,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__talking_angry_couch/0000.jpg,303f39ac6d5bc69db3d0a2e5fca774f5,preprocessed_DFD01_16::04__talking_angry_couch,train
preprocessed_DFD01_16,04__walk_down_hall_angry,0,real,16,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__walk_down_hall_angry,/Users/alext/Desktop/MIFI 3/VKR_Final/Final_Project_deefake_detection/data/preprocessed_data/preprocessed_DFD01_16/real/04__walk_down_hall_angry/0000.jpg,58492ad73e2f351842c4f326a6631c1f,preprocessed_DFD01_16::04__walk_down_hall_angry,train
