width,height,brightness,contrast,sharpness,entropy,valid,dataset,video_id,label_name,label
256,144,114.70675659179688,76.28423309326172,2158.615966796875,4.082203403384242,True,preprocessed_DFD01_16,04__talking_angry_couch,real,0
256,144,138.26622009277344,50.07188034057617,1079.83740234375,3.748561547914361,True,preprocessed_DFD01_16,04__walk_down_hall_angry,real,0
256,144,77.60020446777344,55.20867156982422,1614.65966796875,3.9125350219996182,True,preprocessed_DFD01_16,04__walking_down_street_outside_angry,real,0
256,144,78.4061279296875,69.62864685058594,1813.10791015625,3.818754013464952,True,preprocessed_DFD01_16,04__walking_outside_cafe_disgusted,real,0
256,144,139.53460693359375,48.85199737548828,1318.6922607421875,3.6005256658592124,True,preprocessed_DFD01_16,05__exit_phone_room,real,0
256,144,111.52179718017578,35.488407135009766,935.4445190429688,3.438941374350539,True,preprocessed_DFD01_16,05__hugging_happy,real,0
256,144,117.09242248535156,66.6025619506836,2428.743896484375,3.905969598072865,True,preprocessed_DFD01_16,05__kitchen_pan,real,0
256,144,115.59117126464844,68.20315551757812,2101.864501953125,3.906725520319771,True,preprocessed_DFD01_16,05__kitchen_still,real,0
256,144,116.01402282714844,61.69649887084961,11328.2734375,4.062968533354823,True,preprocessed_DFD01_16,05__outside_talking_pan_laughing,real,0
256,144,109.16413116455078,60.21247100830078,10879.7529296875,4.039657846036787,True,preprocessed_DFD01_16,05__outside_talking_still_laughing,real,0
256,144,128.82391357421875,41.924407958984375,688.6613159179688,3.595075164941481,True,preprocessed_DFD01_16,05__podium_speech_happy,real,0
256,144,109.95927429199219,50.23274612426758,2596.52978515625,4.012783062146623,True,preprocessed_DFD01_16,05__talking_against_wall,real,0
256,144,130.67486572265625,54.55646896362305,936.2638549804688,3.7453905392416047,True,preprocessed_DFD01_16,05__walk_down_hall_angry,real,0
256,144,65.66812896728516,45.64789581298828,3090.096435546875,3.7117522581218925,True,preprocessed_DFD01_16,05__walking_down_street_outside_angry,real,0
256,144,83.47911834716797,62.89767074584961,2120.3642578125,3.853750742002724,True,preprocessed_DFD01_16,05__walking_outside_cafe_disgusted,real,0
256,144,127.72223663330078,65.40042877197266,902.0160522460938,3.504297315623446,True,preprocessed_DFD01_16,06__exit_phone_room,real,0
256,144,89.36968231201172,41.85641098022461,816.1215209960938,3.6658653020691494,True,preprocessed_DFD01_16,06__hugging_happy,real,0
256,144,106.11595153808594,71.47279357910156,1778.95166015625,3.88866264946293,True,preprocessed_DFD01_16,06__kitchen_pan,real,0
256,144,113.78008270263672,71.42479705810547,1937.3751220703125,3.865263195843382,True,preprocessed_DFD01_16,06__kitchen_still,real,0
256,144,115.37679290771484,59.613731384277344,9776.892578125,4.05841320682025,True,preprocessed_DFD01_16,06__outside_talking_pan_laughing,real,0
256,144,116.65657806396484,58.953125,9301.6552734375,4.045068608171956,True,preprocessed_DFD01_16,06__outside_talking_still_laughing,real,0
256,144,126.25514221191406,49.9356803894043,512.6844482421875,3.61631774271514,True,preprocessed_DFD01_16,06__podium_speech_happy,real,0
256,144,111.33747100830078,52.35476303100586,1751.6964111328125,3.95503313045604,True,preprocessed_DFD01_16,06__talking_against_wall,real,0
256,144,108.08328247070312,75.03064727783203,1636.9678955078125,4.0779962200305535,True,preprocessed_DFD01_16,06__talking_angry_couch,real,0
256,144,125.1322021484375,61.739410400390625,979.44482421875,3.761078641411159,True,preprocessed_DFD01_16,06__walk_down_hall_angry,real,0
256,144,77.77098083496094,56.831146240234375,2363.347900390625,3.814157504744049,True,preprocessed_DFD01_16,06__walking_and_outside_surprised,real,0
256,144,109.19857025146484,78.8175277709961,581.3433227539062,3.5653878864421755,True,preprocessed_DFD01_16,06__walking_down_indoor_hall_disgust,real,0
256,144,72.12757873535156,45.758209228515625,2544.73046875,3.799350556888746,True,preprocessed_DFD01_16,06__walking_down_street_outside_angry,real,0
256,144,108.5079345703125,69.33642578125,2185.75537109375,3.977341628124005,True,preprocessed_DFD01_16,06__walking_outside_cafe_disgusted,real,0
256,144,148.06427001953125,44.421871185302734,858.0383911132812,3.4205867438725566,True,preprocessed_DFD01_16,07__exit_phone_room,real,0
256,144,101.69974517822266,42.899627685546875,765.0660400390625,3.6862646042329015,True,preprocessed_DFD01_16,07__hugging_happy,real,0
256,144,138.55291748046875,58.38909149169922,1790.256591796875,3.903095941699837,True,preprocessed_DFD01_16,07__kitchen_pan,real,0
256,144,135.9789276123047,62.524559020996094,1818.3182373046875,3.865987735713526,True,preprocessed_DFD01_16,07__kitchen_still,real,0
256,144,103.08797454833984,62.49716567993164,8512.1806640625,4.024219672401202,True,preprocessed_DFD01_16,07__outside_talking_pan_laughing,real,0
256,144,104.79962158203125,63.39863967895508,8736.5048828125,4.027193838287207,True,preprocessed_DFD01_16,07__outside_talking_still_laughing,real,0
256,144,146.3262176513672,27.874038696289062,353.3480529785156,3.496349837358044,True,preprocessed_DFD01_16,07__podium_speech_happy,real,0
256,144,110.17131042480469,74.70496368408203,1583.8323974609375,3.9779733069768914,True,preprocessed_DFD01_16,07__secret_conversation,real,0
256,144,129.8687286376953,41.078365325927734,2603.427734375,3.6839430431469924,True,preprocessed_DFD01_16,07__talking_against_wall,real,0
256,144,136.42767333984375,57.17038345336914,1341.9835205078125,4.020827728153478,True,preprocessed_DFD01_16,07__talking_angry_couch,real,0
256,144,135.17449951171875,53.96940231323242,1007.8721313476562,3.69161139511648,True,preprocessed_DFD01_16,07__walk_down_hall_angry,real,0
256,144,67.47482299804688,51.251426696777344,2864.58056640625,3.742166057461419,True,preprocessed_DFD01_16,07__walking_down_street_outside_angry,real,0
256,144,95.93891906738281,71.53031158447266,935.000244140625,3.957330280620194,True,preprocessed_DFD01_16,07__walking_outside_cafe_disgusted,real,0
256,144,157.53106689453125,44.05214309692383,956.0670776367188,3.495649543578912,True,preprocessed_DFD01_16,08__exit_phone_room,real,0
256,144,119.66357421875,75.34476470947266,2434.49267578125,3.91077140624515,True,preprocessed_DFD01_16,08__kitchen_pan,real,0
256,144,119.68585968017578,73.87300872802734,2087.247314453125,3.8985581111976613,True,preprocessed_DFD01_16,08__kitchen_still,real,0
256,144,121.96625518798828,67.8097152709961,10525.27734375,4.105742177093196,True,preprocessed_DFD01_16,08__outside_talking_pan_laughing,real,0
256,144,113.39775085449219,66.32266998291016,10319.310546875,4.08892810756401,True,preprocessed_DFD01_16,08__outside_talking_still_laughing,real,0
256,144,140.39886474609375,36.722042083740234,3096.415771484375,3.538732149997797,True,preprocessed_DFD01_16,08__podium_speech_happy,real,0
256,144,118.94296264648438,46.41978454589844,1866.81494140625,3.9413738448180915,True,preprocessed_DFD01_16,08__talking_against_wall,real,0
256,144,132.99891662597656,53.57280731201172,993.3799438476562,3.747725487813214,True,preprocessed_DFD01_16,08__walk_down_hall_angry,real,0
256,144,74.52670288085938,51.63896942138672,3027.6787109375,3.7869844388540717,True,preprocessed_DFD01_16,08__walking_down_street_outside_angry,real,0
256,144,64.12307739257812,60.22314453125,1604.55859375,3.715236721940005,True,preprocessed_DFD01_16,08__walking_outside_cafe_disgusted,real,0
256,144,151.64442443847656,51.125545501708984,982.5778198242188,3.5888029183011327,True,preprocessed_DFD01_16,09__exit_phone_room,real,0
256,144,83.86258697509766,82.39508819580078,2040.78564453125,3.4664559302115747,True,preprocessed_DFD01_16,09__kitchen_pan,real,0
256,144,115.29828643798828,62.577117919921875,9551.525390625,4.061650458456899,True,preprocessed_DFD01_16,09__outside_talking_pan_laughing,real,0
256,144,115.03583526611328,63.29415512084961,10161.5849609375,4.059534394305534,True,preprocessed_DFD01_16,09__outside_talking_still_laughing,real,0
256,144,121.870849609375,50.737239837646484,547.3695678710938,3.588799186621751,True,preprocessed_DFD01_16,09__podium_speech_happy,real,0
256,144,110.20590209960938,56.2844352722168,2768.11083984375,3.9525784633997905,True,preprocessed_DFD01_16,09__talking_against_wall,real,0
256,144,119.45621490478516,74.34239959716797,1853.2535400390625,4.091241168826539,True,preprocessed_DFD01_16,09__talking_angry_couch,real,0
256,144,126.09573364257812,62.409488677978516,1043.329833984375,3.7243915849723828,True,preprocessed_DFD01_16,09__walk_down_hall_angry,real,0
256,144,77.6478271484375,49.37805938720703,2540.59228515625,3.7907023620640503,True,preprocessed_DFD01_16,09__walking_down_street_outside_angry,real,0
256,144,144.13687133789062,59.9139289855957,1067.217529296875,3.608249754843058,True,preprocessed_DFD01_16,10__exit_phone_room,real,0
256,144,114.73580932617188,72.29119873046875,1560.7159423828125,3.9082585696243095,True,preprocessed_DFD01_16,10__kitchen_pan,real,0
256,144,119.01882934570312,72.08496856689453,1790.6988525390625,3.920028989564987,True,preprocessed_DFD01_16,10__kitchen_still,real,0
256,144,93.45944213867188,58.5650749206543,10009.767578125,3.979954733966802,True,preprocessed_DFD01_16,10__outside_talking_pan_laughing,real,0
256,144,80.13009643554688,54.89299392700195,8754.375,3.8873100961389344,True,preprocessed_DFD01_16,10__outside_talking_still_laughing,real,0
256,144,146.3412322998047,25.984086990356445,430.7975158691406,3.4013217066019177,True,preprocessed_DFD01_16,10__podium_speech_happy,real,0
256,144,135.93136596679688,44.12114715576172,2834.432373046875,3.7263635147792984,True,preprocessed_DFD01_16,10__talking_against_wall,real,0
256,144,131.06613159179688,71.36194610595703,1684.3822021484375,4.049695414771135,True,preprocessed_DFD01_16,10__talking_angry_couch,real,0
256,144,137.4280548095703,51.31409454345703,797.23291015625,3.725319060505793,True,preprocessed_DFD01_16,10__walk_down_hall_angry,real,0
256,144,79.14358520507812,51.26481246948242,3315.979248046875,3.8589864341171687,True,preprocessed_DFD01_16,10__walking_down_street_outside_angry,real,0
256,144,68.33744049072266,58.57331848144531,1834.01904296875,3.791622810120658,True,preprocessed_DFD01_16,10__walking_outside_cafe_disgusted,real,0
256,144,157.54689025878906,47.38077163696289,6894.4951171875,3.5181253391044796,True,preprocessed_DFD01_16,11__exit_phone_room,real,0
256,144,97.5989990234375,76.32601928710938,1868.2899169921875,3.914858034788378,True,preprocessed_DFD01_16,11__kitchen_pan,real,0
256,144,106.62864685058594,75.54753875732422,1976.50634765625,3.9260188130318214,True,preprocessed_DFD01_16,11__kitchen_still,real,0
256,144,102.2904052734375,62.62815475463867,12974.248046875,4.0434413596620296,True,preprocessed_DFD01_16,11__outside_talking_pan_laughing,real,0
256,144,102.5381851196289,61.77346420288086,12252.2607421875,4.022746213485544,True,preprocessed_DFD01_16,11__outside_talking_still_laughing,real,0
256,144,128.0065155029297,45.01814270019531,634.4844360351562,3.629893103572292,True,preprocessed_DFD01_16,11__podium_speech_happy,real,0
256,144,88.89690399169922,78.75666809082031,2316.193359375,3.7731167553413343,True,preprocessed_DFD01_16,11__secret_conversation,real,0
256,144,114.60226440429688,53.282920837402344,3027.36865234375,3.7090013211760744,True,preprocessed_DFD01_16,11__talking_against_wall,real,0
256,144,135.12091064453125,65.06444549560547,1616.0107421875,4.062879918754055,True,preprocessed_DFD01_16,11__talking_angry_couch,real,0
256,144,126.43050384521484,61.73284912109375,1112.5662841796875,3.745316621520778,True,preprocessed_DFD01_16,11__walk_down_hall_angry,real,0
256,144,82.65559387207031,56.133338928222656,9134.2265625,3.9424331345421537,True,preprocessed_DFD01_16,11__walking_down_street_outside_angry,real,0
256,144,84.79116821289062,67.55042266845703,7627.1533203125,3.8981421527540765,True,preprocessed_DFD01_16,11__walking_outside_cafe_disgusted,real,0
256,144,145.0706329345703,59.53176498413086,1411.775146484375,3.5597388266805967,True,preprocessed_DFD01_16,12__exit_phone_room,real,0
256,144,121.13275909423828,51.16444778442383,1808.5614013671875,3.6285051452437034,True,preprocessed_DFD01_16,12__hugging_happy,real,0
256,144,101.17306518554688,78.60187530517578,2070.929931640625,3.9012407582482096,True,preprocessed_DFD01_16,12__kitchen_pan,real,0
256,144,115.53187561035156,76.58344268798828,2392.521728515625,3.9383927966640506,True,preprocessed_DFD01_16,12__kitchen_still,real,0
256,144,119.69105529785156,66.69209289550781,9992.462890625,4.101945556448536,True,preprocessed_DFD01_16,12__outside_talking_pan_laughing,real,0
256,144,113.15348052978516,66.76537322998047,10206.91015625,4.084355760668323,True,preprocessed_DFD01_16,12__outside_talking_still_laughing,real,0
256,144,131.12542724609375,47.696876525878906,1000.52734375,3.6239632188996564,True,preprocessed_DFD01_16,12__podium_speech_happy,real,0
256,144,97.58840942382812,77.40332794189453,2147.6162109375,3.8427340273614607,True,preprocessed_DFD01_16,12__secret_conversation,real,0
256,144,118.36642456054688,56.921897888183594,3359.644287109375,3.8976377409315903,True,preprocessed_DFD01_16,12__talking_against_wall,real,0
256,144,120.54596710205078,70.24188995361328,2189.775390625,4.098331453008952,True,preprocessed_DFD01_16,12__talking_angry_couch,real,0
256,144,127.87173461914062,60.863792419433594,1097.990966796875,3.7551590596608424,True,preprocessed_DFD01_16,12__walk_down_hall_angry,real,0
256,144,98.35599517822266,60.3267936706543,2075.38916015625,3.9277194192635374,True,preprocessed_DFD01_16,12__walking_and_outside_surprised,real,0
256,144,126.90142059326172,67.0620346069336,1192.712158203125,3.926267548311679,True,preprocessed_DFD01_16,12__walking_down_indoor_hall_disgust,real,0
256,144,75.60786437988281,53.59047317504883,3353.338623046875,3.8629728805914265,True,preprocessed_DFD01_16,12__walking_down_street_outside_angry,real,0
256,144,74.11956024169922,65.27346801757812,1946.571533203125,3.7662697668167215,True,preprocessed_DFD01_16,12__walking_outside_cafe_disgusted,real,0
256,144,153.23336791992188,46.6798210144043,1136.55859375,3.5806991233838117,True,preprocessed_DFD01_16,13__exit_phone_room,real,0
256,144,123.40164947509766,48.835731506347656,2188.98583984375,3.630283478683948,True,preprocessed_DFD01_16,13__hugging_happy,real,0
256,144,114.34600067138672,74.92130279541016,3094.77685546875,3.9059095835410997,True,preprocessed_DFD01_16,13__kitchen_pan,real,0
256,144,108.68453979492188,73.56851959228516,2978.124755859375,3.9293485858263066,True,preprocessed_DFD01_16,13__kitchen_still,real,0
256,144,137.48692321777344,64.83440399169922,14134.7666015625,4.084216948311795,True,preprocessed_DFD01_16,13__outside_talking_pan_laughing,real,0
256,144,122.50526428222656,62.53150177001953,12984.744140625,4.078242085019582,True,preprocessed_DFD01_16,13__outside_talking_still_laughing,real,0
256,144,123.82083129882812,54.30964660644531,507.70965576171875,3.6215593204976795,True,preprocessed_DFD01_16,13__podium_speech_happy,real,0
256,144,99.08370971679688,75.89478302001953,1574.14501953125,3.8891297442024273,True,preprocessed_DFD01_16,13__secret_conversation,real,0
256,144,114.22623443603516,51.208194732666016,3131.09326171875,3.936425556790032,True,preprocessed_DFD01_16,13__talking_against_wall,real,0
256,144,120.42202758789062,71.35016632080078,2554.440673828125,4.082370724116089,True,preprocessed_DFD01_16,13__talking_angry_couch,real,0
256,144,129.91748046875,55.17257308959961,1054.13134765625,3.743197970284125,True,preprocessed_DFD01_16,13__walk_down_hall_angry,real,0
256,144,98.29519653320312,60.18458557128906,2105.24560546875,3.9204429351564345,True,preprocessed_DFD01_16,13__walking_and_outside_surprised,real,0
256,144,126.90142059326172,67.0620346069336,1192.712158203125,3.926267548311679,True,preprocessed_DFD01_16,13__walking_down_indoor_hall_disgust,real,0
256,144,79.93964385986328,47.86114501953125,2850.97705078125,3.8552891673612892,True,preprocessed_DFD01_16,13__walking_down_street_outside_angry,real,0
256,144,85.4354248046875,61.88862991333008,2406.783203125,3.9013992355308322,True,preprocessed_DFD01_16,13__walking_outside_cafe_disgusted,real,0
256,144,154.21380615234375,61.574462890625,1252.473388671875,3.5484581361776124,True,preprocessed_DFD01_16,14__exit_phone_room,real,0
256,144,111.34806060791016,49.118404388427734,1456.023193359375,3.5599299926932595,True,preprocessed_DFD01_16,14__hugging_happy,real,0
256,144,139.4322967529297,66.8447494506836,1708.24609375,3.9476962785413092,True,preprocessed_DFD01_16,14__kitchen_pan,real,0
256,144,124.97921752929688,70.3671875,1500.040771484375,3.834786779568266,True,preprocessed_DFD01_16,14__kitchen_still,real,0
256,144,78.61190795898438,55.360206604003906,9194.3486328125,3.868169170075241,True,preprocessed_DFD01_16,14__outside_talking_pan_laughing,real,0
256,144,81.4703598022461,56.24160385131836,9209.6162109375,3.91024226071516,True,preprocessed_DFD01_16,14__outside_talking_still_laughing,real,0
256,144,131.6421661376953,53.0327033996582,675.3872680664062,3.7188440499463167,True,preprocessed_DFD01_16,14__podium_speech_happy,real,0
256,144,93.15068817138672,78.13957977294922,1603.1890869140625,3.807897800704334,True,preprocessed_DFD01_16,14__secret_conversation,real,0
256,144,116.127197265625,52.138916015625,3451.640625,3.7701403885439335,True,preprocessed_DFD01_16,14__talking_against_wall,real,0
256,144,112.78317260742188,69.78146362304688,1587.4390869140625,4.086185043022253,True,preprocessed_DFD01_16,14__talking_angry_couch,real,0
256,144,133.43386840820312,60.55810546875,1076.208740234375,3.7832100900656513,True,preprocessed_DFD01_16,14__walk_down_hall_angry,real,0
256,144,95.94277954101562,58.06797409057617,2617.363037109375,3.9528127765461925,True,preprocessed_DFD01_16,14__walking_and_outside_surprised,real,0
256,144,176.0913543701172,51.39780807495117,786.6055908203125,3.486932430183573,True,preprocessed_DFD01_16,14__walking_down_indoor_hall_disgust,real,0
256,144,80.36404418945312,51.70839309692383,3616.612060546875,3.8507409549563008,True,preprocessed_DFD01_16,14__walking_down_street_outside_angry,real,0
256,144,70.79220581054688,57.65397262573242,2927.162841796875,3.8639105413267014,True,preprocessed_DFD01_16,14__walking_outside_cafe_disgusted,real,0
256,144,168.64260864257812,41.95408630371094,1159.732666015625,3.3851371410368216,True,preprocessed_DFD01_16,15__exit_phone_room,real,0
256,144,87.16659545898438,53.34246826171875,1371.3658447265625,3.553087197929353,True,preprocessed_DFD01_16,15__hugging_happy,real,0
256,144,123.40701293945312,73.38227844238281,1542.8668212890625,3.83959470671765,True,preprocessed_DFD01_16,15__kitchen_pan,real,0
256,144,123.64183044433594,73.170166015625,1573.517822265625,3.8509486189260373,True,preprocessed_DFD01_16,15__kitchen_still,real,0
256,144,90.66927337646484,57.40235137939453,11027.21875,3.9726028586760056,True,preprocessed_DFD01_16,15__outside_talking_pan_laughing,real,0
256,144,77.019775390625,53.45088195800781,8805.939453125,3.887335763971886,True,preprocessed_DFD01_16,15__outside_talking_still_laughing,real,0
256,144,133.12686157226562,38.890403747558594,487.82904052734375,3.6094922925473063,True,preprocessed_DFD01_16,15__podium_speech_happy,real,0
256,144,117.27632904052734,51.75455856323242,2672.759765625,3.6564063920697616,True,preprocessed_DFD01_16,15__talking_against_wall,real,0
256,144,125.04061889648438,69.25483703613281,1776.3197021484375,4.080655419564037,True,preprocessed_DFD01_16,15__talking_angry_couch,real,0
256,144,133.0560760498047,60.436649322509766,1298.6483154296875,3.7932678029406257,True,preprocessed_DFD01_16,15__walk_down_hall_angry,real,0
256,144,96.39739990234375,58.46554946899414,2574.270263671875,3.9529288460526915,True,preprocessed_DFD01_16,15__walking_and_outside_surprised,real,0
256,144,136.58917236328125,62.48263168334961,1464.34130859375,3.919855301150511,True,preprocessed_DFD01_16,15__walking_down_indoor_hall_disgust,real,0
256,144,66.30740356445312,49.49506759643555,2807.103515625,3.7947967589911973,True,preprocessed_DFD01_16,15__walking_down_street_outside_angry,real,0
256,144,71.60808563232422,54.15589141845703,2600.313720703125,3.775785057048895,True,preprocessed_DFD01_16,15__walking_outside_cafe_disgusted,real,0
256,144,162.92430114746094,47.156436920166016,1403.7105712890625,3.4729719941487422,True,preprocessed_DFD01_16,16__exit_phone_room,real,0
256,144,109.95486450195312,49.8704948425293,1548.3756103515625,3.7632954537379435,True,preprocessed_DFD01_16,16__hugging_happy,real,0
256,144,147.41046142578125,60.92567825317383,1376.304931640625,3.80293598374291,True,preprocessed_DFD01_16,16__kitchen_pan,real,0
256,144,150.6374053955078,59.6221923828125,1343.45361328125,3.7773451968642995,True,preprocessed_DFD01_16,16__kitchen_still,real,0
256,144,107.01773071289062,60.78236389160156,10967.6611328125,4.036681732101254,True,preprocessed_DFD01_16,16__outside_talking_pan_laughing,real,0
256,144,139.7382049560547,32.67013168334961,584.8157348632812,3.530947419728995,True,preprocessed_DFD01_16,16__podium_speech_happy,real,0
256,144,128.4998321533203,42.385684967041016,2219.94140625,3.7828427804926026,True,preprocessed_DFD01_16,16__talking_against_wall,real,0
